  T_e     LFI_1     LFI_2     LFI_3     HFI_1      HFI_2     HFI_3     HFI_4    HFI_5    HFI_6 
 30.8  -109.523  -259.669  -549.100  -816.470   -867.692  -133.716  1180.190  996.273  309.413 
 30.9  -109.486  -259.571  -548.850  -816.051   -867.282  -134.176  1178.750  996.145  310.060 
 31.0  -109.449  -259.472  -548.600  -815.632   -866.874  -134.634  1177.320  996.014  310.706 
 31.1  -109.412  -259.374  -548.350  -815.214   -866.466  -135.091  1175.890  995.882  311.350 
 31.2  -109.375  -259.275  -548.100  -814.797   -866.058  -135.547  1174.460  995.747  311.993 
 31.3  -109.338  -259.177  -547.850  -814.380   -865.651  -136.002  1173.040  995.611  312.634 
 31.4  -109.301  -259.079  -547.601  -813.963   -865.245  -136.455  1171.620  995.473  313.273 
 31.5  -109.265  -258.981  -547.352  -813.547   -864.839  -136.907  1170.200  995.332  313.911 
 31.6  -109.228  -258.883  -547.103  -813.131   -864.434  -137.358  1168.780  995.190  314.547 
 31.7  -109.191  -258.785  -546.854  -812.716   -864.030  -137.808  1167.370  995.047  315.181 
 31.8  -109.154  -258.687  -546.606  -812.302   -863.625  -138.256  1165.960  994.901  315.814 
 31.9  -109.117  -258.589  -546.358  -811.888   -863.222  -138.704  1164.550  994.753  316.445 
 32.0  -109.081  -258.491  -546.110  -811.474   -862.819  -139.150  1163.140  994.603  317.075 
 32.1  -109.044  -258.393  -545.862  -811.061   -862.417  -139.595  1161.730  994.452  317.703 
 32.2  -109.007  -258.296  -545.615  -810.649   -862.015  -140.038  1160.330  994.299  318.329 
 32.3  -108.971  -258.198  -545.367  -810.237   -861.614  -140.481  1158.930  994.144  318.954 
 32.4  -108.934  -258.100  -545.120  -809.825   -861.213  -140.922  1157.530  993.987  319.577 
 32.5  -108.897  -258.003  -544.873  -809.414   -860.813  -141.362  1156.140  993.829  320.198 
 32.6  -108.861  -257.906  -544.627  -809.003   -860.413  -141.801  1154.750  993.668  320.818 
 32.7  -108.824  -257.808  -544.380  -808.593   -860.014  -142.239  1153.360  993.506  321.436 
 32.8  -108.788  -257.711  -544.134  -808.184   -859.616  -142.676  1151.970  993.342  322.053 
 32.9  -108.751  -257.614  -543.888  -807.775   -859.218  -143.111  1150.580  993.176  322.668 
 33.0  -108.714  -257.516  -543.643  -807.366   -858.820  -143.545  1149.200  993.009  323.281 
 33.1  -108.678  -257.419  -543.397  -806.958   -858.423  -143.979  1147.820  992.840  323.892 
 33.2  -108.641  -257.322  -543.152  -806.550   -858.027  -144.411  1146.440  992.669  324.503 
 33.3  -108.605  -257.225  -542.907  -806.143   -857.631  -144.841  1145.060  992.496  325.111 
 33.4  -108.569  -257.128  -542.662  -805.736   -857.236  -145.271  1143.690  992.322  325.718 
 33.5  -108.532  -257.032  -542.417  -805.330   -856.841  -145.700  1142.320  992.146  326.323 
 33.6  -108.496  -256.935  -542.173  -804.924   -856.447  -146.127  1140.950  991.968  326.927 
 33.7  -108.459  -256.838  -541.929  -804.519   -856.053  -146.553  1139.580  991.789  327.529 
 33.8  -108.423  -256.741  -541.684  -804.115   -855.660  -146.978  1138.220  991.608  328.129 
 33.9  -108.387  -256.645  -541.441  -803.710   -855.268  -147.402  1136.860  991.426  328.728 
 34.0  -108.350  -256.548  -541.197  -803.307   -854.876  -147.825  1135.500  991.241  329.325 
 34.1  -108.314  -256.452  -540.954  -802.903   -854.484  -148.247  1134.140  991.055  329.921 
 34.2  -108.278  -256.355  -540.711  -802.501   -854.093  -148.668  1132.780  990.868  330.515 
 34.3  -108.242  -256.259  -540.468  -802.098   -853.702  -149.087  1131.430  990.679  331.107 
 34.4  -108.205  -256.163  -540.225  -801.696   -853.312  -149.506  1130.080  990.488  331.698 
 34.5  -108.169  -256.066  -539.983  -801.295   -852.923  -149.923  1128.730  990.296  332.287 
 34.6  -108.133  -255.970  -539.740  -800.894   -852.534  -150.339  1127.390  990.102  332.875 
 34.7  -108.097  -255.874  -539.498  -800.494   -852.146  -150.754  1126.040  989.907  333.461 
 34.8  -108.061  -255.778  -539.257  -800.094   -851.758  -151.168  1124.700  989.709  334.045 
 34.9  -108.025  -255.682  -539.015  -799.694   -851.370  -151.581  1123.360  989.511  334.628 
 35.0  -107.988  -255.586  -538.774  -799.295   -850.983  -151.993  1122.030  989.311  335.209 
 35.1  -107.952  -255.490  -538.532  -798.896   -850.597  -152.404  1120.690  989.109  335.789 
 35.2  -107.916  -255.394  -538.292  -798.498   -850.211  -152.813  1119.360  988.906  336.367 
 35.3  -107.880  -255.299  -538.051  -798.101   -849.826  -153.222  1118.030  988.701  336.943 
 35.4  -107.844  -255.203  -537.810  -797.704   -849.441  -153.629  1116.700  988.495  337.518 
 35.5  -107.808  -255.107  -537.570  -797.307   -849.057  -154.036  1115.380  988.288  338.092 
 35.6  -107.772  -255.012  -537.330  -796.911   -848.673  -154.441  1114.050  988.078  338.663 
 35.7  -107.736  -254.916  -537.090  -796.515   -848.289  -154.845  1112.730  987.868  339.233 
 35.8  -107.700  -254.821  -536.850  -796.120   -847.906  -155.248  1111.410  987.656  339.802 
 35.9  -107.665  -254.726  -536.611  -795.725   -847.524  -155.650  1110.090  987.442  340.369 
 36.0  -107.629  -254.630  -536.372  -795.331   -847.142  -156.051  1108.780  987.227  340.934 
 36.1  -107.593  -254.535  -536.133  -794.936   -846.761  -156.451  1107.470  987.011  341.498 
 36.2  -107.557  -254.440  -535.894  -794.543   -846.380  -156.850  1106.160  986.793  342.060 
 36.3  -107.521  -254.345  -535.655  -794.150   -846.000  -157.248  1104.850  986.573  342.621 
 36.4  -107.485  -254.250  -535.417  -793.758   -845.620  -157.645  1103.540  986.353  343.180 
 36.5  -107.450  -254.155  -535.179  -793.365   -845.240  -158.041  1102.240  986.131  343.738 
 36.6  -107.414  -254.060  -534.941  -792.974   -844.861  -158.436  1100.940  985.907  344.294 
 36.7  -107.378  -253.965  -534.703  -792.583   -844.483  -158.829  1099.640  985.682  344.848 
 36.8  -107.342  -253.870  -534.465  -792.192   -844.105  -159.222  1098.340  985.456  345.401 
 36.9  -107.307  -253.775  -534.228  -791.802   -843.728  -159.614  1097.050  985.228  345.952 
 37.0  -107.271  -253.681  -533.991  -791.412   -843.351  -160.005  1095.760  984.999  346.502 
 37.1  -107.235  -253.586  -533.754  -791.022   -842.974  -160.394  1094.470  984.769  347.050 
 37.2  -107.200  -253.492  -533.517  -790.634   -842.598  -160.783  1093.180  984.537  347.597 
 37.3  -107.164  -253.397  -533.281  -790.245   -842.223  -161.170  1091.890  984.304  348.142 
 37.4  -107.128  -253.303  -533.044  -789.857   -841.848  -161.557  1090.610  984.070  348.685 
 37.5  -107.093  -253.208  -532.808  -789.469   -841.473  -161.942  1089.320  983.834  349.227 
 37.6  -107.057  -253.114  -532.572  -789.082   -841.099  -162.327  1088.040  983.597  349.768 
 37.7  -107.022  -253.020  -532.337  -788.696   -840.725  -162.711  1086.770  983.359  350.307 
 37.8  -106.986  -252.925  -532.101  -788.309   -840.352  -163.093  1085.490  983.119  350.844 
 37.9  -106.951  -252.831  -531.866  -787.924   -839.979  -163.475  1084.220  982.878  351.380 
 38.0  -106.915  -252.737  -531.631  -787.538   -839.607  -163.855  1082.950  982.636  351.914 
 38.1  -106.880  -252.643  -531.396  -787.153   -839.235  -164.235  1081.680  982.393  352.447 
 38.2  -106.844  -252.549  -531.162  -786.769   -838.864  -164.613  1080.410  982.148  352.978 
 38.3  -106.809  -252.455  -530.927  -786.385   -838.493  -164.991  1079.140  981.902  353.508 
 38.4  -106.774  -252.362  -530.693  -786.001   -838.123  -165.368  1077.880  981.655  354.036 
 38.5  -106.738  -252.268  -530.459  -785.618   -837.753  -165.743  1076.620  981.406  354.563 
 38.6  -106.703  -252.174  -530.225  -785.235   -837.384  -166.118  1075.360  981.156  355.088 
 38.7  -106.668  -252.081  -529.992  -784.853   -837.015  -166.491  1074.110  980.906  355.611 
 38.8  -106.632  -251.987  -529.758  -784.471   -836.646  -166.864  1072.850  980.653  356.133 
 38.9  -106.597  -251.893  -529.525  -784.090   -836.278  -167.236  1071.600  980.400  356.654 
 39.0  -106.562  -251.800  -529.292  -783.709   -835.911  -167.607  1070.350  980.146  357.173 
 39.1  -106.526  -251.707  -529.059  -783.328   -835.544  -167.976  1069.100  979.890  357.690 
 39.2  -106.491  -251.613  -528.827  -782.948   -835.177  -168.345  1067.850  979.633  358.206 
 39.3  -106.456  -251.520  -528.594  -782.568   -834.811  -168.713  1066.610  979.375  358.721 
 39.4  -106.421  -251.427  -528.362  -782.189   -834.445  -169.080  1065.370  979.115  359.234 
 39.5  -106.386  -251.334  -528.130  -781.810   -834.080  -169.446  1064.120  978.855  359.745 
 39.6  -106.350  -251.240  -527.898  -781.432   -833.715  -169.811  1062.890  978.593  360.255 
 39.7  -106.315  -251.147  -527.667  -781.054   -833.350  -170.175  1061.650  978.330  360.764 
 39.8  -106.280  -251.054  -527.436  -780.676   -832.986  -170.538  1060.420  978.066  361.271 
 39.9  -106.245  -250.962  -527.204  -780.299   -832.623  -170.900  1059.180  977.801  361.776 
 40.0  -106.210  -250.869  -526.974  -779.923   -832.260  -171.262  1057.950  977.535  362.280 
 40.1  -106.175  -250.776  -526.743  -779.546   -831.897  -171.622  1056.720  977.268  362.782 
 40.2  -106.140  -250.683  -526.512  -779.171   -831.535  -171.981  1055.500  976.999  363.283 
 40.3  -106.105  -250.590  -526.282  -778.795   -831.173  -172.340  1054.270  976.730  363.783 
 40.4  -106.070  -250.498  -526.052  -778.420   -830.812  -172.697  1053.050  976.459  364.281 
 40.5  -106.035  -250.405  -525.822  -778.046   -830.451  -173.054  1051.830  976.187  364.777 
 40.6  -106.000  -250.313  -525.592  -777.671   -830.091  -173.410  1050.610  975.914  365.272 
 40.7  -105.965  -250.220  -525.363  -777.298   -829.731  -173.764  1049.400  975.641  365.766 
 40.8  -105.930  -250.128  -525.133  -776.924   -829.371  -174.118  1048.180  975.366  366.258 
 40.9  -105.895  -250.036  -524.904  -776.551   -829.012  -174.471  1046.970  975.090  366.749 
 41.0  -105.861  -249.943  -524.675  -776.179   -828.653  -174.823  1045.760  974.812  367.238 
 41.1  -105.826  -249.851  -524.447  -775.807   -828.295  -175.174  1044.550  974.534  367.725 
 41.2  -105.791  -249.759  -524.218  -775.435   -827.937  -175.525  1043.340  974.255  368.212 
 41.3  -105.756  -249.667  -523.990  -775.064   -827.580  -175.874  1042.140  973.975  368.696 
 41.4  -105.721  -249.575  -523.762  -774.693   -827.223  -176.222  1040.940  973.693  369.180 
 41.5  -105.686  -249.483  -523.534  -774.323   -826.866  -176.570  1039.740  973.411  369.661 
 41.6  -105.652  -249.391  -523.306  -773.953   -826.510  -176.916  1038.540  973.128  370.142 
 41.7  -105.617  -249.299  -523.078  -773.583   -826.155  -177.262  1037.340  972.843  370.621 
 41.8  -105.582  -249.208  -522.851  -773.214   -825.799  -177.607  1036.150  972.558  371.098 
 41.9  -105.548  -249.116  -522.624  -772.845   -825.444  -177.951  1034.950  972.271  371.574 
 42.0  -105.513  -249.024  -522.397  -772.477   -825.090  -178.294  1033.760  971.984  372.049 
 42.1  -105.478  -248.933  -522.170  -772.109   -824.736  -178.636  1032.570  971.696  372.522 
 42.2  -105.444  -248.841  -521.944  -771.742   -824.382  -178.977  1031.390  971.406  372.993 
 42.3  -105.409  -248.750  -521.717  -771.374   -824.029  -179.318  1030.200  971.116  373.463 
 42.4  -105.374  -248.658  -521.491  -771.008   -823.677  -179.657  1029.020  970.825  373.932 
 42.5  -105.340  -248.567  -521.265  -770.641   -823.324  -179.996  1027.840  970.532  374.399 
 42.6  -105.305  -248.475  -521.040  -770.275   -822.972  -180.334  1026.660  970.239  374.865 
 42.7  -105.271  -248.384  -520.814  -769.910   -822.621  -180.671  1025.480  969.945  375.330 
 42.8  -105.236  -248.293  -520.589  -769.545   -822.270  -181.007  1024.300  969.650  375.793 
 42.9  -105.202  -248.202  -520.364  -769.180   -821.919  -181.342  1023.130  969.354  376.254 
 43.0  -105.167  -248.111  -520.139  -768.816   -821.569  -181.677  1021.960  969.057  376.715 
 43.1  -105.133  -248.020  -519.914  -768.452   -821.219  -182.010  1020.790  968.759  377.173 
 43.2  -105.098  -247.929  -519.689  -768.088   -820.869  -182.343  1019.620  968.460  377.631 
 43.3  -105.064  -247.838  -519.465  -767.725   -820.520  -182.675  1018.450  968.160  378.086 
 43.4  -105.030  -247.747  -519.241  -767.363   -820.172  -183.006  1017.290  967.859  378.541 
 43.5  -104.995  -247.656  -519.017  -767.000   -819.824  -183.336  1016.120  967.558  378.994 
 43.6  -104.961  -247.566  -518.793  -766.638   -819.476  -183.665  1014.960  967.255  379.446 
 43.7  -104.927  -247.475  -518.569  -766.277   -819.128  -183.993  1013.800  966.952  379.896 
 43.8  -104.892  -247.384  -518.346  -765.916   -818.781  -184.321  1012.650  966.648  380.345 
 43.9  -104.858  -247.294  -518.123  -765.555   -818.435  -184.648  1011.490  966.343  380.792 
 44.0  -104.824  -247.203  -517.900  -765.195   -818.089  -184.974  1010.340  966.036  381.238 
 44.1  -104.789  -247.113  -517.677  -764.835   -817.743  -185.299  1009.180  965.729  381.683 
 44.2  -104.755  -247.023  -517.454  -764.475   -817.397  -185.623  1008.030  965.422  382.126 
 44.3  -104.721  -246.932  -517.232  -764.116   -817.052  -185.946  1006.890  965.113  382.568 
 44.4  -104.687  -246.842  -517.010  -763.757   -816.708  -186.269  1005.740  964.804  383.008 
 44.5  -104.653  -246.752  -516.788  -763.399   -816.363  -186.591  1004.600  964.493  383.447 
 44.6  -104.619  -246.662  -516.566  -763.041   -816.020  -186.912  1003.450  964.182  383.885 
 44.7  -104.584  -246.572  -516.344  -762.683   -815.676  -187.232  1002.310  963.870  384.321 
 44.8  -104.550  -246.482  -516.122  -762.326   -815.333  -187.551  1001.170  963.557  384.756 
 44.9  -104.516  -246.392  -515.901  -761.969   -814.991  -187.870  1000.040  963.244  385.190 
 45.0  -104.482  -246.302  -515.680  -761.613   -814.648  -188.188   998.900  962.929  385.622 
 45.1  -104.448  -246.212  -515.459  -761.257   -814.306  -188.504   997.766  962.614  386.053 
 45.2  -104.414  -246.122  -515.238  -760.901   -813.965  -188.821   996.635  962.298  386.482 
 45.3  -104.380  -246.032  -515.018  -760.546   -813.624  -189.136   995.504  961.981  386.910 
 45.4  -104.346  -245.943  -514.798  -760.191   -813.283  -189.450   994.376  961.663  387.337 
 45.5  -104.312  -245.853  -514.577  -759.837   -812.943  -189.764   993.250  961.345  387.762 
 45.6  -104.278  -245.764  -514.357  -759.482   -812.603  -190.077   992.125  961.025  388.186 
 45.7  -104.244  -245.674  -514.138  -759.129   -812.263  -190.389   991.002  960.705  388.609 
 45.8  -104.210  -245.585  -513.918  -758.775   -811.924  -190.700   989.880  960.384  389.030 
 45.9  -104.176  -245.495  -513.699  -758.422   -811.586  -191.011   988.761  960.063  389.450 
 46.0  -104.142  -245.406  -513.480  -758.070   -811.247  -191.321   987.643  959.740  389.868 
 46.1  -104.108  -245.317  -513.260  -757.718   -810.909  -191.630   986.527  959.417  390.285 
 46.2  -104.075  -245.227  -513.042  -757.366   -810.571  -191.938   985.413  959.093  390.701 
 46.3  -104.041  -245.138  -512.823  -757.014   -810.234  -192.245   984.300  958.769  391.116 
 46.4  -104.007  -245.049  -512.605  -756.663   -809.897  -192.552   983.189  958.443  391.529 
 46.5  -103.973  -244.960  -512.386  -756.313   -809.561  -192.858   982.080  958.117  391.941 
 46.6  -103.939  -244.871  -512.168  -755.962   -809.225  -193.163   980.973  957.790  392.351 
 46.7  -103.906  -244.782  -511.950  -755.612   -808.889  -193.467   979.867  957.462  392.760 
 46.8  -103.872  -244.693  -511.733  -755.263   -808.554  -193.770   978.763  957.134  393.168 
 46.9  -103.838  -244.605  -511.515  -754.913   -808.219  -194.073   977.661  956.805  393.575 
 47.0  -103.805  -244.516  -511.298  -754.565   -807.884  -194.375   976.561  956.475  393.980 
 47.1  -103.771  -244.427  -511.081  -754.216   -807.550  -194.676   975.462  956.145  394.384 
 47.2  -103.737  -244.339  -510.864  -753.868   -807.216  -194.977   974.365  955.813  394.786 
 47.3  -103.704  -244.250  -510.647  -753.520   -806.882  -195.276   973.269  955.482  395.187 
 47.4  -103.670  -244.161  -510.430  -753.173   -806.549  -195.575   972.176  955.149  395.587 
 47.5  -103.636  -244.073  -510.214  -752.826   -806.216  -195.874   971.084  954.816  395.986 
 47.6  -103.603  -243.985  -509.998  -752.479   -805.884  -196.171   969.993  954.482  396.383 
 47.7  -103.569  -243.896  -509.782  -752.133   -805.552  -196.468   968.905  954.147  396.779 
 47.8  -103.536  -243.808  -509.566  -751.787   -805.220  -196.764   967.818  953.812  397.174 
 47.9  -103.502  -243.720  -509.350  -751.442   -804.889  -197.059   966.733  953.475  397.567 
 48.0  -103.469  -243.631  -509.135  -751.097   -804.558  -197.353   965.649  953.139  397.959 
 48.1  -103.435  -243.543  -508.919  -750.752   -804.227  -197.647   964.567  952.801  398.350 
 48.2  -103.402  -243.455  -508.704  -750.407   -803.897  -197.940   963.487  952.463  398.739 
 48.3  -103.368  -243.367  -508.489  -750.063   -803.567  -198.232   962.409  952.125  399.127 
 48.4  -103.335  -243.279  -508.275  -749.720   -803.238  -198.524   961.332  951.785  399.514 
 48.5  -103.301  -243.191  -508.060  -749.376   -802.909  -198.814   960.257  951.445  399.900 
 48.6  -103.268  -243.104  -507.846  -749.033   -802.580  -199.104   959.183  951.105  400.284 
 48.7  -103.235  -243.016  -507.631  -748.691   -802.251  -199.394   958.111  950.763  400.667 
 48.8  -103.201  -242.928  -507.417  -748.348   -801.923  -199.682   957.041  950.421  401.049 
 48.9  -103.168  -242.840  -507.204  -748.006   -801.596  -199.970   955.972  950.079  401.429 
 49.0  -103.135  -242.753  -506.990  -747.665   -801.268  -200.257   954.906  949.736  401.808 
 49.1  -103.101  -242.665  -506.776  -747.324   -800.941  -200.544   953.840  949.392  402.186 
 49.2  -103.068  -242.578  -506.563  -746.983   -800.615  -200.829   952.776  949.047  402.563 
 49.3  -103.035  -242.490  -506.350  -746.643   -800.288  -201.114   951.714  948.702  402.938 
 49.4  -103.002  -242.403  -506.137  -746.302   -799.962  -201.398   950.654  948.357  403.312 
 49.5  -102.968  -242.316  -505.924  -745.963   -799.637  -201.682   949.595  948.011  403.685 
 49.6  -102.935  -242.228  -505.712  -745.623   -799.311  -201.965   948.538  947.664  404.056 
 49.7  -102.902  -242.141  -505.499  -745.284   -798.987  -202.247   947.482  947.316  404.427 
 49.8  -102.869  -242.054  -505.287  -744.945   -798.662  -202.528   946.429  946.968  404.796 
 49.9  -102.836  -241.967  -505.075  -744.607   -798.338  -202.809   945.376  946.620  405.164 
 50.0  -102.803  -241.880  -504.863  -744.269   -798.014  -203.089   944.326  946.270  405.530 
 50.1  -102.769  -241.793  -504.651  -743.932   -797.690  -203.368   943.276  945.921  405.895 
 50.2  -102.736  -241.706  -504.440  -743.594   -797.367  -203.647   942.229  945.570  406.259 
 50.3  -102.703  -241.619  -504.229  -743.257   -797.044  -203.925   941.183  945.219  406.622 
 50.4  -102.670  -241.532  -504.018  -742.921   -796.722  -204.202   940.139  944.868  406.984 
 50.5  -102.637  -241.445  -503.807  -742.585   -796.400  -204.478   939.096  944.516  407.344 
 50.6  -102.604  -241.359  -503.596  -742.249   -796.078  -204.754   938.055  944.163  407.703 
 50.7  -102.571  -241.272  -503.385  -741.913   -795.757  -205.029   937.015  943.810  408.061 
 50.8  -102.538  -241.185  -503.175  -741.578   -795.435  -205.304   935.977  943.456  408.418 
 50.9  -102.505  -241.099  -502.965  -741.243   -795.115  -205.577   934.941  943.102  408.773 
 51.0  -102.472  -241.012  -502.754  -740.909   -794.794  -205.850   933.906  942.747  409.127 
 51.1  -102.439  -240.926  -502.545  -740.574   -794.474  -206.123   932.872  942.392  409.480 
 51.2  -102.406  -240.839  -502.335  -740.241   -794.154  -206.394   931.841  942.036  409.832 
 51.3  -102.374  -240.753  -502.125  -739.907   -793.835  -206.665   930.811  941.680  410.183 
 51.4  -102.341  -240.667  -501.916  -739.574   -793.516  -206.936   929.782  941.323  410.532 
 51.5  -102.308  -240.581  -501.707  -739.241   -793.197  -207.205   928.755  940.965  410.880 
 51.6  -102.275  -240.494  -501.498  -738.909   -792.879  -207.474   927.729  940.607  411.227 
 51.7  -102.242  -240.408  -501.289  -738.577   -792.561  -207.743   926.706  940.249  411.573 
 51.8  -102.209  -240.322  -501.080  -738.245   -792.243  -208.010   925.683  939.890  411.917 
 51.9  -102.177  -240.236  -500.872  -737.914   -791.925  -208.277   924.662  939.530  412.260 
 52.0  -102.144  -240.150  -500.663  -737.583   -791.608  -208.544   923.643  939.170  412.602 
 52.1  -102.111  -240.064  -500.455  -737.252   -791.292  -208.809   922.625  938.810  412.943 
 52.2  -102.078  -239.978  -500.247  -736.922   -790.975  -209.074   921.609  938.449  413.283 
 52.3  -102.046  -239.893  -500.039  -736.591   -790.659  -209.338   920.594  938.087  413.621 
 52.4  -102.013  -239.807  -499.832  -736.262   -790.343  -209.602   919.581  937.725  413.959 
 52.5  -101.980  -239.721  -499.624  -735.932   -790.028  -209.865   918.570  937.362  414.295 
 52.6  -101.948  -239.636  -499.417  -735.603   -789.713  -210.127   917.559  936.999  414.630 
 52.7  -101.915  -239.550  -499.210  -735.275   -789.398  -210.389   916.551  936.636  414.964 
 52.8  -101.882  -239.465  -499.003  -734.946   -789.084  -210.650   915.544  936.272  415.296 
 52.9  -101.850  -239.379  -498.796  -734.618   -788.769  -210.910   914.538  935.908  415.627 
 53.0  -101.817  -239.294  -498.590  -734.291   -788.456  -211.170   913.534  935.543  415.958 
 53.1  -101.785  -239.208  -498.383  -733.963   -788.142  -211.429   912.531  935.177  416.287 
 53.2  -101.752  -239.123  -498.177  -733.636   -787.829  -211.688   911.530  934.812  416.615 
 53.3  -101.720  -239.038  -497.971  -733.310   -787.516  -211.945   910.531  934.445  416.941 
 53.4  -101.687  -238.953  -497.765  -732.983   -787.204  -212.203   909.533  934.079  417.267 
 53.5  -101.655  -238.867  -497.560  -732.657   -786.891  -212.459   908.536  933.712  417.591 
 53.6  -101.622  -238.782  -497.354  -732.331   -786.580  -212.715   907.541  933.344  417.914 
 53.7  -101.590  -238.697  -497.149  -732.006   -786.268  -212.970   906.547  932.976  418.237 
 53.8  -101.557  -238.612  -496.943  -731.681   -785.957  -213.225   905.555  932.607  418.557 
 53.9  -101.525  -238.528  -496.738  -731.356   -785.646  -213.479   904.565  932.238  418.877 
 54.0  -101.493  -238.443  -496.534  -731.032   -785.335  -213.732   903.575  931.869  419.196 
 54.1  -101.460  -238.358  -496.329  -730.708   -785.025  -213.985   902.588  931.499  419.513 
 54.2  -101.428  -238.273  -496.124  -730.384   -784.715  -214.237   901.601  931.129  419.830 
 54.3  -101.396  -238.188  -495.920  -730.061   -784.405  -214.488   900.617  930.758  420.145 
 54.4  -101.363  -238.104  -495.716  -729.738   -784.096  -214.739   899.633  930.387  420.459 
 54.5  -101.331  -238.019  -495.512  -729.415   -783.787  -214.989   898.651  930.016  420.772 
 54.6  -101.299  -237.935  -495.308  -729.092   -783.478  -215.239   897.671  929.644  421.083 
 54.7  -101.266  -237.850  -495.104  -728.770   -783.170  -215.488   896.692  929.272  421.394 
 54.8  -101.234  -237.766  -494.901  -728.449   -782.862  -215.736   895.715  928.899  421.704 
 54.9  -101.202  -237.681  -494.697  -728.127   -782.554  -215.984   894.739  928.526  422.012 
 55.0  -101.170  -237.597  -494.494  -727.806   -782.247  -216.231   893.764  928.152  422.319 
 55.1  -101.137  -237.513  -494.291  -727.485   -781.939  -216.478   892.791  927.778  422.625 
 55.2  -101.105  -237.429  -494.088  -727.165   -781.633  -216.723   891.819  927.404  422.930 
 55.3  -101.073  -237.344  -493.886  -726.844   -781.326  -216.969   890.849  927.029  423.234 
 55.4  -101.041  -237.260  -493.683  -726.525   -781.020  -217.213   889.880  926.654  423.537 
 55.5  -101.009  -237.176  -493.481  -726.205   -780.714  -217.457   888.913  926.279  423.839 
 55.6  -100.977  -237.092  -493.279  -725.886   -780.408  -217.701   887.947  925.903  424.139 
 55.7  -100.945  -237.008  -493.077  -725.567   -780.103  -217.944   886.982  925.527  424.439 
 55.8  -100.913  -236.924  -492.875  -725.248   -779.798  -218.186   886.019  925.150  424.737 
 55.9  -100.881  -236.840  -492.673  -724.930   -779.493  -218.428   885.057  924.773  425.034 
 56.0  -100.848  -236.757  -492.472  -724.612   -779.189  -218.669   884.097  924.396  425.331 
 56.1  -100.816  -236.673  -492.271  -724.295   -778.885  -218.909   883.138  924.018  425.626 
 56.2  -100.784  -236.589  -492.069  -723.977   -778.581  -219.149   882.181  923.640  425.920 
 56.3  -100.752  -236.506  -491.868  -723.660   -778.277  -219.388   881.225  923.261  426.212 
 56.4  -100.721  -236.422  -491.668  -723.344   -777.974  -219.627   880.270  922.882  426.504 
 56.5  -100.689  -236.339  -491.467  -723.027   -777.671  -219.865   879.317  922.503  426.795 
 56.6  -100.657  -236.255  -491.266  -722.711   -777.369  -220.102   878.365  922.124  427.085 
 56.7  -100.625  -236.172  -491.066  -722.396   -777.067  -220.339   877.414  921.744  427.373 
 56.8  -100.593  -236.088  -490.866  -722.080   -776.765  -220.576   876.465  921.364  427.661 
 56.9  -100.561  -236.005  -490.666  -721.765   -776.463  -220.811   875.518  920.983  427.947 
 57.0  -100.529  -235.922  -490.466  -721.450   -776.161  -221.046   874.571  920.602  428.232 
 57.1  -100.497  -235.839  -490.266  -721.136   -775.860  -221.281   873.626  920.221  428.516 
 57.2  -100.465  -235.755  -490.067  -720.822   -775.560  -221.515   872.683  919.839  428.799 
 57.3  -100.434  -235.672  -489.868  -720.508   -775.259  -221.748   871.741  919.457  429.082 
 57.4  -100.402  -235.589  -489.668  -720.194   -774.959  -221.981   870.800  919.075  429.363 
 57.5  -100.370  -235.506  -489.469  -719.881   -774.659  -222.213   869.861  918.693  429.643 
 57.6  -100.338  -235.423  -489.271  -719.568   -774.359  -222.445   868.922  918.310  429.921 
 57.7  -100.307  -235.340  -489.072  -719.255   -774.060  -222.676   867.986  917.926  430.199 
 57.8  -100.275  -235.258  -488.873  -718.943   -773.761  -222.907   867.051  917.543  430.476 
 57.9  -100.243  -235.175  -488.675  -718.631   -773.462  -223.137   866.117  917.159  430.752 
 58.0  -100.212  -235.092  -488.477  -718.319   -773.164  -223.366   865.184  916.775  431.026 
 58.1  -100.180  -235.009  -488.279  -718.008   -772.866  -223.595   864.253  916.390  431.300 
 58.2  -100.148  -234.927  -488.081  -717.697   -772.568  -223.823   863.323  916.006  431.573 
 58.3  -100.117  -234.844  -487.883  -717.386   -772.270  -224.051   862.395  915.621  431.844 
 58.4  -100.085  -234.762  -487.686  -717.075   -771.973  -224.278   861.467  915.235  432.115 
 58.5  -100.053  -234.679  -487.488  -716.765   -771.676  -224.505   860.542  914.849  432.384 
 58.6  -100.022  -234.597  -487.291  -716.455   -771.379  -224.731   859.617  914.463  432.652 
 58.7   -99.990  -234.514  -487.094  -716.146   -771.083  -224.956   858.694  914.077  432.920 
 58.8   -99.959  -234.432  -486.897  -715.836   -770.787  -225.181   857.772  913.691  433.186 
 58.9   -99.927  -234.350  -486.700  -715.528   -770.491  -225.405   856.852  913.304  433.451 
 59.0   -99.896  -234.268  -486.504  -715.219   -770.195  -225.629   855.933  912.917  433.716 
 59.1   -99.864  -234.185  -486.307  -714.910   -769.900  -225.852   855.015  912.529  433.979 
 59.2   -99.833  -234.103  -486.111  -714.602   -769.605  -226.075   854.098  912.142  434.241 
 59.3   -99.801  -234.021  -485.915  -714.295   -769.310  -226.297   853.183  911.754  434.502 
 59.4   -99.770  -233.939  -485.719  -713.987   -769.016  -226.519   852.269  911.365  434.762 
